Genero;Vehiculo;Propiedad;Hijos;Ingresos_Anuales;Categoria_Ingresos;Nivel_Educacion;Estado Civil;Tipo_Vivienda;Edad;Empleo;Tamano_Familia;Estado
F;Y;N; - ; 337.500 ;Working;Secondary / secondary special;Single / not married;House / apartment;27;N; 1 ;6
F;Y;N; - ; 337.500 ;Working;Secondary / secondary special;Single / not married;House / apartment;27;N; 1 ;6
M;Y;N; - ; 162.000 ;Working;Secondary / secondary special;Separated;House / apartment;44;N; 1 ;0
M;Y;N; - ; 162.000 ;Working;Secondary / secondary special;Separated;House / apartment;44;N; 1 ;7
M;Y;N; - ; 162.000 ;Working;Secondary / secondary special;Separated;House / apartment;44;N; 1 ;0
M;Y;N; - ; 162.000 ;Working;Secondary / secondary special;Separated;House / apartment;44;N; 1 ;0
F;Y;N; - ; 108.000 ;Working;Secondary / secondary special;Married;With parents;34;N; 2 ;6
F;Y;N; - ; 108.000 ;Working;Secondary / secondary special;Married;With parents;34;N; 2 ;6
F;Y;N; - ; 108.000 ;Working;Secondary / secondary special;Married;With parents;34;N; 2 ;7
F;Y;N; - ; 108.000 ;Working;Secondary / secondary special;Married;With parents;34;N; 2 ;6
F;Y;N; - ; 108.000 ;Working;Secondary / secondary special;Married;With parents;34;N; 2 ;6
F;Y;N; - ; 108.000 ;Working;Secondary / secondary special;Married;With parents;34;N; 2 ;6
F;Y;N; - ; 108.000 ;Working;Secondary / secondary special;Married;With parents;34;N; 2 ;6
F;Y;N; - ; 108.000 ;Working;Secondary / secondary special;Married;With parents;34;N; 2 ;7
F;Y;N; - ; 108.000 ;Working;Secondary / secondary special;Married;With parents;34;N; 2 ;6
F;Y;N; - ; 76.500 ;Working;Secondary / secondary special;Married;House / apartment;44;N; 2 ;6
M;Y;N; - ; 90.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;7
M;Y;N; - ; 90.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;7
M;Y;N; - ; 90.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;6
M;Y;N; - ; 90.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;0
M;Y;N; - ; 90.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;7
M;Y;N; - ; 90.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;0
F;N;N; - ; 180.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;0
F;N;N; - ; 180.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;6
F;N;N; - ; 180.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;6
F;N;N; - ; 180.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;6
F;N;N; - ; 180.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;0
F;N;N; - ; 180.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;6
F;N;N; - ; 180.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;6
F;N;N; - ; 180.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;6
F;N;N; - ; 180.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;0
F;Y;N; - ; 292.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;Y;N; - ; 292.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;Y;N; - ; 292.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;Y;N; - ; 292.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;Y;N; - ; 292.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;Y;N; - ; 292.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;55;N; 2 ;7
F;Y;N; - ; 292.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
M;N;N; - ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;34;N; 2 ;6
F;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Office apartment;54;N; 2 ;6
F;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Office apartment;54;N; 2 ;6
F;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Office apartment;54;N; 2 ;7
F;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Office apartment;54;N; 2 ;6
F;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Office apartment;54;N; 2 ;7
F;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Office apartment;54;N; 2 ;6
F;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Office apartment;54;N; 2 ;7
F;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Office apartment;54;N; 2 ;0
F;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Office apartment;54;N; 2 ;0
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;49;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;49;N; 2 ;0
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;49;N; 2 ;0
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;49;N; 2 ;0
F;N;N; 1 ; 81.000 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 3 ;0
F;N;N; 1 ; 81.000 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 3 ;7
F;N;N; 1 ; 81.000 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 3 ;6
F;N;N; 1 ; 81.000 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 3 ;6
F;N;N; 1 ; 81.000 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 3 ;0
M;Y;N; 1 ; 112.500 ;Working;Secondary / secondary special;Married;Rented apartment;32;N; 3 ;7
M;Y;N; 1 ; 112.500 ;Working;Secondary / secondary special;Married;Rented apartment;32;N; 3 ;6
M;Y;N; 1 ; 112.500 ;Working;Secondary / secondary special;Married;Rented apartment;32;N; 3 ;6
M;Y;N; 1 ; 112.500 ;Working;Secondary / secondary special;Married;Rented apartment;32;N; 3 ;6
M;Y;N; 1 ; 112.500 ;Working;Secondary / secondary special;Married;Rented apartment;32;N; 3 ;6
M;Y;N; 1 ; 112.500 ;Working;Secondary / secondary special;Married;Rented apartment;32;N; 3 ;6
M;Y;N; 1 ; 112.500 ;Working;Secondary / secondary special;Married;Rented apartment;32;N; 3 ;6
M;Y;N; 1 ; 112.500 ;Working;Secondary / secondary special;Married;Rented apartment;32;N; 3 ;6
M;Y;N; 1 ; 112.500 ;Working;Secondary / secondary special;Married;Rented apartment;32;N; 3 ;6
M;Y;N; 1 ; 112.500 ;Working;Secondary / secondary special;Married;Rented apartment;32;N; 3 ;6
M;N;N; - ; 270.000 ;Working;Incomplete higher;Married;House / apartment;39;N; 2 ;6
M;Y;N; 1 ; 450.000 ;Working;Higher education;Married;House / apartment;42;N; 3 ;6
M;N;N; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;6
M;N;N; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;0
M;N;N; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;0
M;N;N; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;0
M;N;N; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;6
M;N;N; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;7
M;N;N; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;0
M;Y;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;29;N; 2 ;6
M;Y;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;29;N; 2 ;6
M;Y;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;29;N; 2 ;7
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;0
F;N;N; 1 ; 166.500 ;Working;Higher education;Married;House / apartment;35;N; 3 ;6
M;N;N; - ; 176.175 ;Commercial associate;Secondary / secondary special;Married;With parents;25;N; 2 ;6
M;N;N; - ; 176.175 ;Commercial associate;Secondary / secondary special;Married;With parents;25;N; 2 ;6
M;N;N; - ; 176.175 ;Commercial associate;Secondary / secondary special;Married;With parents;25;N; 2 ;6
M;N;N; - ; 176.175 ;Commercial associate;Secondary / secondary special;Married;With parents;25;N; 2 ;6
M;N;N; - ; 176.175 ;Commercial associate;Secondary / secondary special;Married;With parents;25;N; 2 ;0
M;N;N; - ; 176.175 ;Commercial associate;Secondary / secondary special;Married;With parents;25;N; 2 ;1
M;Y;N; 2 ; 202.500 ;Working;Higher education;Married;House / apartment;32;N; 4 ;0
M;Y;N; 2 ; 202.500 ;Working;Higher education;Married;House / apartment;32;N; 4 ;0
M;Y;N; 2 ; 202.500 ;Working;Higher education;Married;House / apartment;32;N; 4 ;6
M;Y;N; 2 ; 202.500 ;Working;Higher education;Married;House / apartment;32;N; 4 ;0
M;Y;N; 2 ; 202.500 ;Working;Higher education;Married;House / apartment;32;N; 4 ;6
M;Y;N; 2 ; 202.500 ;Working;Higher education;Married;House / apartment;32;N; 4 ;0
M;Y;N; 2 ; 202.500 ;Working;Higher education;Married;House / apartment;32;N; 4 ;6
M;Y;N; 2 ; 202.500 ;Working;Higher education;Married;House / apartment;32;N; 4 ;0
F;N;N; - ; 67.500 ;Pensioner;Secondary / secondary special;Separated;House / apartment;59;Y; 1 ;7
F;N;N; - ; 67.500 ;Pensioner;Secondary / secondary special;Separated;House / apartment;59;Y; 1 ;6
F;N;N; - ; 67.500 ;Pensioner;Secondary / secondary special;Separated;House / apartment;59;Y; 1 ;7
F;N;N; - ; 67.500 ;Pensioner;Secondary / secondary special;Separated;House / apartment;59;Y; 1 ;7
F;N;N; - ; 67.500 ;Pensioner;Secondary / secondary special;Separated;House / apartment;59;Y; 1 ;7
F;Y;N; - ; 315.000 ;Commercial associate;Higher education;Widow;House / apartment;50;N; 1 ;7
F;Y;N; - ; 315.000 ;Commercial associate;Higher education;Widow;House / apartment;50;N; 1 ;7
F;N;N; 1 ; 225.000 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;34;N; 3 ;7
F;N;N; - ; 134.420 ;Commercial associate;Higher education;Single / not married;House / apartment;29;N; 1 ;6
F;N;N; - ; 134.420 ;Commercial associate;Higher education;Single / not married;House / apartment;29;N; 1 ;0
F;N;N; - ; 134.420 ;Commercial associate;Higher education;Single / not married;House / apartment;29;N; 1 ;6
F;N;N; - ; 134.420 ;Commercial associate;Higher education;Single / not married;House / apartment;29;N; 1 ;6
F;N;N; - ; 134.420 ;Commercial associate;Higher education;Single / not married;House / apartment;29;N; 1 ;6
F;N;N; - ; 134.420 ;Commercial associate;Higher education;Single / not married;House / apartment;29;N; 1 ;7
M;Y;N; - ; 126.000 ;Working;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
M;Y;N; - ; 126.000 ;Working;Secondary / secondary special;Married;House / apartment;55;N; 2 ;0
M;Y;N; - ; 126.000 ;Working;Secondary / secondary special;Married;House / apartment;55;N; 2 ;0
M;N;N; - ; 157.500 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;34;N; 1 ;6
M;Y;N; - ; 112.500 ;Commercial associate;Incomplete higher;Married;House / apartment;45;N; 2 ;0
M;Y;N; - ; 112.500 ;Commercial associate;Incomplete higher;Married;House / apartment;45;N; 2 ;6
M;Y;N; - ; 112.500 ;Commercial associate;Incomplete higher;Married;House / apartment;45;N; 2 ;6
M;Y;N; - ; 112.500 ;Commercial associate;Incomplete higher;Married;House / apartment;45;N; 2 ;6
M;Y;N; - ; 112.500 ;Commercial associate;Incomplete higher;Married;House / apartment;45;N; 2 ;6
M;N;N; - ; 190.400 ;Commercial associate;Secondary / secondary special;Married;House / apartment;29;N; 2 ;1
M;N;N; - ; 190.400 ;Commercial associate;Secondary / secondary special;Married;House / apartment;29;N; 2 ;6
M;N;N; - ; 190.400 ;Commercial associate;Secondary / secondary special;Married;House / apartment;29;N; 2 ;7
M;N;N; - ; 190.400 ;Commercial associate;Secondary / secondary special;Married;House / apartment;29;N; 2 ;1
M;N;N; - ; 190.400 ;Commercial associate;Secondary / secondary special;Married;House / apartment;29;N; 2 ;6
M;N;N; - ; 190.400 ;Commercial associate;Secondary / secondary special;Married;House / apartment;29;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Higher education;Married;House / apartment;37;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Higher education;Married;House / apartment;37;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Higher education;Married;House / apartment;37;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Higher education;Married;House / apartment;37;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Higher education;Married;House / apartment;37;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Higher education;Married;House / apartment;37;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Higher education;Married;House / apartment;37;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Higher education;Married;House / apartment;37;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Higher education;Married;House / apartment;37;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Higher education;Married;House / apartment;37;N; 2 ;6
M;N;N; - ; 67.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;48;N; 2 ;6
M;N;N; - ; 67.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;48;N; 2 ;0
F;N;N; - ; 67.500 ;Working;Secondary / secondary special;Single / not married;House / apartment;55;N; 1 ;6
F;N;N; - ; 67.500 ;Working;Secondary / secondary special;Single / not married;House / apartment;55;N; 1 ;6
F;N;N; - ; 67.500 ;Working;Secondary / secondary special;Single / not married;House / apartment;55;N; 1 ;0
F;N;N; - ; 67.500 ;Working;Secondary / secondary special;Single / not married;House / apartment;55;N; 1 ;6
F;N;N; - ; 72.000 ;State servant;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;Y;N; - ; 315.000 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;38;N; 2 ;0
F;Y;N; - ; 315.000 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;38;N; 2 ;0
F;Y;N; - ; 315.000 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;38;N; 2 ;7
F;Y;N; - ; 315.000 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;38;N; 2 ;0
F;Y;N; - ; 315.000 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;38;N; 2 ;6
F;N;N; 1 ; 67.500 ;Working;Secondary / secondary special;Married;House / apartment;31;N; 3 ;0
F;N;N; 1 ; 67.500 ;Working;Secondary / secondary special;Married;House / apartment;31;N; 3 ;0
F;N;N; 1 ; 67.500 ;Working;Secondary / secondary special;Married;House / apartment;31;N; 3 ;0
F;N;N; 1 ; 67.500 ;Working;Secondary / secondary special;Married;House / apartment;31;N; 3 ;7
F;N;N; 1 ; 67.500 ;Working;Secondary / secondary special;Married;House / apartment;31;N; 3 ;0
F;N;N; 1 ; 67.500 ;Working;Secondary / secondary special;Married;House / apartment;31;N; 3 ;0
F;N;N; 1 ; 67.500 ;Working;Secondary / secondary special;Married;House / apartment;31;N; 3 ;0
F;Y;N; 1 ; 292.500 ;Working;Higher education;Married;House / apartment;47;N; 3 ;7
F;Y;N; 1 ; 292.500 ;Working;Higher education;Married;House / apartment;47;N; 3 ;6
M;Y;N; 1 ; 135.000 ;Working;Higher education;Married;House / apartment;34;N; 3 ;6
M;Y;N; 1 ; 135.000 ;Working;Higher education;Married;House / apartment;34;N; 3 ;7
M;Y;N; 1 ; 135.000 ;Working;Higher education;Married;House / apartment;34;N; 3 ;6
M;Y;N; 1 ; 135.000 ;Working;Higher education;Married;House / apartment;34;N; 3 ;7
M;Y;N; 1 ; 135.000 ;Working;Higher education;Married;House / apartment;34;N; 3 ;6
M;Y;N; 1 ; 135.000 ;Working;Higher education;Married;House / apartment;34;N; 3 ;7
M;Y;N; 1 ; 135.000 ;Working;Higher education;Married;House / apartment;34;N; 3 ;6
M;Y;N; 1 ; 135.000 ;Working;Higher education;Married;House / apartment;34;N; 3 ;7
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;7
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;7
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;7
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;7
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;7
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;7
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;6
F;Y;N; 2 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;34;N; 4 ;0
F;Y;N; 2 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;34;N; 4 ;6
F;Y;N; 2 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;34;N; 4 ;0
M;Y;N; - ; 135.000 ;Working;Higher education;Single / not married;House / apartment;26;N; 1 ;0
M;Y;N; - ; 135.000 ;Working;Higher education;Single / not married;House / apartment;26;N; 1 ;0
M;Y;N; 2 ; 171.000 ;Working;Secondary / secondary special;Married;With parents;31;N; 4 ;6
M;Y;N; 2 ; 171.000 ;Working;Secondary / secondary special;Married;With parents;31;N; 4 ;6
M;Y;N; 2 ; 171.000 ;Working;Secondary / secondary special;Married;With parents;31;N; 4 ;6
M;Y;N; 2 ; 171.000 ;Working;Secondary / secondary special;Married;With parents;31;N; 4 ;6
M;Y;N; 2 ; 171.000 ;Working;Secondary / secondary special;Married;With parents;31;N; 4 ;6
M;Y;N; 2 ; 171.000 ;Working;Secondary / secondary special;Married;With parents;31;N; 4 ;6
M;Y;N; 2 ; 171.000 ;Working;Secondary / secondary special;Married;With parents;31;N; 4 ;6
M;Y;N; 2 ; 171.000 ;Working;Secondary / secondary special;Married;With parents;31;N; 4 ;6
M;Y;N; 2 ; 171.000 ;Working;Secondary / secondary special;Married;With parents;31;N; 4 ;6
M;Y;N; 1 ; 378.000 ;State servant;Higher education;Married;House / apartment;39;N; 3 ;6
M;Y;N; 1 ; 378.000 ;State servant;Higher education;Married;House / apartment;39;N; 3 ;0
M;Y;N; 1 ; 378.000 ;State servant;Higher education;Married;House / apartment;39;N; 3 ;0
M;Y;N; 1 ; 378.000 ;State servant;Higher education;Married;House / apartment;39;N; 3 ;6
M;Y;N; 1 ; 378.000 ;State servant;Higher education;Married;House / apartment;39;N; 3 ;0
M;Y;N; 1 ; 378.000 ;State servant;Higher education;Married;House / apartment;39;N; 3 ;6
F;N;N; 2 ; 180.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;41;N; 4 ;6
F;N;N; 2 ; 180.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;41;N; 4 ;7
F;N;N; 2 ; 180.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;41;N; 4 ;6
M;Y;N; 2 ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;33;N; 4 ;0
F;N;N; 2 ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 4 ;6
F;N;N; 2 ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 4 ;6
M;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;6
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;7
F;N;N; - ; 135.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;6
F;N;N; - ; 135.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;0
F;N;N; - ; 135.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;0
F;N;N; - ; 135.000 ;Pensioner;Higher education;Single / not married;House / apartment;58;Y; 1 ;0
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;0
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;6
M;Y;N; 2 ; 157.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;48;N; 4 ;0
M;Y;N; 2 ; 157.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;48;N; 4 ;0
M;Y;N; 2 ; 157.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;48;N; 4 ;0
M;Y;N; 2 ; 270.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;32;N; 4 ;6
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;6
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;6
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;0
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;7
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;0
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;0
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;6
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;6
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;6
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;7
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;0
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 2 ;7
M;Y;N; 2 ; 427.500 ;Commercial associate;Higher education;Married;House / apartment;40;N; 4 ;6
M;Y;N; 2 ; 427.500 ;Commercial associate;Higher education;Married;House / apartment;40;N; 4 ;6
M;Y;N; 2 ; 427.500 ;Commercial associate;Higher education;Married;House / apartment;40;N; 4 ;6
M;Y;N; 2 ; 427.500 ;Commercial associate;Higher education;Married;House / apartment;40;N; 4 ;6
M;Y;N; 2 ; 427.500 ;Commercial associate;Higher education;Married;House / apartment;40;N; 4 ;6
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;55;N; 2 ;7
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;40;N; 2 ;7
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;40;N; 2 ;7
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;40;N; 2 ;6
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;40;N; 2 ;7
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;40;N; 2 ;1
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;40;N; 2 ;7
M;N;N; - ; 716.324 ;State servant;Secondary / secondary special;Single / not married;With parents;26;N; 1 ;7
M;N;N; - ; 716.324 ;State servant;Secondary / secondary special;Single / not married;With parents;26;N; 1 ;6
F;Y;N; - ; 112.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;47;N; 2 ;0
F;N;N; 1 ; 121.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;35;N; 3 ;0
F;N;N; 1 ; 121.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;35;N; 3 ;6
F;N;N; 1 ; 121.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;35;N; 3 ;0
F;N;N; 1 ; 121.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;35;N; 3 ;6
F;N;N; 1 ; 121.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;35;N; 3 ;6
F;N;N; 1 ; 121.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;35;N; 3 ;6
F;N;N; 1 ; 121.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;35;N; 3 ;7
F;N;N; 1 ; 121.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;35;N; 3 ;6
F;N;N; 1 ; 121.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;35;N; 3 ;6
F;N;N; 1 ; 121.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;35;N; 3 ;7
F;N;N; 1 ; 121.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;35;N; 3 ;6
F;Y;N; - ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 2 ;7
F;Y;N; - ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 2 ;6
F;Y;N; - ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 2 ;7
F;Y;N; - ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 2 ;0
F;Y;N; - ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 2 ;7
F;Y;N; - ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 2 ;6
F;Y;N; - ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 2 ;7
F;Y;N; - ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 2 ;6
